year,month,district,rainfall_mm,duration_days,main_cause,severity,latitude,longitude,land_use,curve_number,runoff_mm,flood_depth_m,risk_zone,flow_dir,flow_acc
2004,9,Chennai,479.2,2,Heavy Rainfall,High,13.0827,80.2707,Forest,74,354.61,0.148,Low,8,2523
2004,9,Coimbatore,412.7,5,Cyclone,High,11.0168,76.9558,Agriculture,67,276.51,0.113,Low,6,1262
2004,9,Madurai,577.8,6,Dam Release,High,9.9252,78.1198,Urban,79,456.46,0.239,Low,1,3638
2004,9,Trichy,214.1,5,Urban Drainage Failure,Medium,10.7905,78.7047,Agriculture,67,143.45,0.053,Low,5,3871
2004,9,Salem,408.3,1,Urban Drainage Failure,High,11.6643,78.146,Barren,81,330.72,0.209,Low,4,2132
2004,9,Erode,143.5,1,Urban Drainage Failure,Low,11.341,77.7172,Forest,74,106.19,0.043,Low,7,3897
2004,9,Tirunelveli,107.7,9,Cyclone,High,8.7139,77.7567,Forest,74,79.7,0.053,Low,1,4461
2004,9,Thoothukudi,542.7,5,River Overflow,High,8.7642,78.1348,Agriculture,67,363.61,0.112,Low,1,1495
2004,9,Vellore,449.9,7,Cyclone,High,12.9165,79.1325,Barren,81,364.42,0.249,Low,7,2666
2004,9,Kanchipuram,522.9,5,Heavy Rainfall,High,12.8342,79.7036,Agriculture,67,350.34,0.243,Low,7,1999
2004,9,Tiruvallur,487.1,10,River Overflow,High,13.143,79.9089,Agriculture,67,326.36,0.209,Low,4,4148
2004,9,Thanjavur,425.4,9,River Overflow,High,10.7867,79.1378,Forest,74,314.8,0.115,Low,2,3154
2004,9,Nagapattinam,509.6,1,Urban Drainage Failure,High,10.766,79.8424,Forest,74,377.1,0.134,Low,2,4993
2004,9,Cuddalore,478.5,2,River Overflow,High,11.7447,79.768,Urban,79,378.02,0.154,Low,8,3524
2004,9,Villupuram,592.0,7,Urban Drainage Failure,High,11.9369,79.4873,Urban,79,467.68,0.248,Low,2,1633
2004,9,Kanyakumari,319.9,6,Dam Release,Medium,8.0883,77.5385,Barren,81,259.12,0.175,Low,6,4179
2004,9,Dindigul,78.2,1,Urban Drainage Failure,Low,10.3673,77.9803,Water,94,73.51,0.046,Low,6,2987
2004,9,Karur,457.3,10,Cyclone,High,10.9601,78.0766,Forest,74,338.4,0.201,Low,3,4243
2004,9,Namakkal,350.3,1,Dam Release,Medium,11.2194,78.1674,Urban,79,276.74,0.122,Low,7,4633
2004,9,Krishnagiri,199.1,9,Cyclone,High,12.5277,78.2144,Urban,79,157.29,0.108,Low,6,4458
2004,9,Dharmapuri,212.7,4,River Overflow,Medium,12.1277,78.1579,Water,94,199.94,0.087,Low,6,4137
2004,10,Chennai,293.3,6,Urban Drainage Failure,Medium,13.0827,80.2707,Urban,79,231.71,0.116,Low,5,1959
2004,10,Coimbatore,531.2,2,Cyclone,High,11.0168,76.9558,Urban,79,419.65,0.144,Low,8,3536
2004,10,Madurai,513.3,2,Cyclone,High,9.9252,78.1198,Barren,81,415.77,0.267,Low,1,147
2004,10,Trichy,99.2,3,Heavy Rainfall,Low,10.7905,78.7047,Agriculture,67,66.46,0.045,Low,2,1265
2004,10,Salem,421.1,1,Cyclone,High,11.6643,78.146,Water,94,395.83,0.151,Low,5,4002
2004,10,Erode,117.7,8,Cyclone,High,11.341,77.7172,Barren,81,95.34,0.059,Low,2,4895
2004,10,Tirunelveli,549.3,4,Heavy Rainfall,High,8.7139,77.7567,Urban,79,433.95,0.252,Low,2,1279
2004,10,Thoothukudi,178.8,4,Dam Release,Low,8.7642,78.1348,Barren,81,144.83,0.061,Low,4,1503
2004,10,Vellore,424.9,3,Dam Release,High,12.9165,79.1325,Forest,74,314.43,0.112,Low,7,2627
2004,10,Kanchipuram,499.3,6,Dam Release,High,12.8342,79.7036,Barren,81,404.43,0.282,Low,5,3666
2004,10,Tiruvallur,241.5,9,Cyclone,High,13.143,79.9089,Water,94,227.01,0.117,Low,7,4277
2004,10,Thanjavur,331.1,7,Cyclone,Medium,10.7867,79.1378,Barren,81,268.19,0.096,Low,2,29
2004,10,Nagapattinam,354.0,2,River Overflow,Medium,10.766,79.8424,Urban,79,279.66,0.192,Low,1,3810
2004,10,Cuddalore,367.1,10,Cyclone,High,11.7447,79.768,Urban,79,290.01,0.172,Low,1,3297
2004,10,Villupuram,584.7,9,Urban Drainage Failure,High,11.9369,79.4873,Water,94,549.62,0.333,Medium,6,61
2004,10,Kanyakumari,597.2,8,River Overflow,High,8.0883,77.5385,Water,94,561.37,0.315,Medium,4,4290
2004,10,Dindigul,478.4,2,Dam Release,High,10.3673,77.9803,Water,94,449.7,0.16,Low,7,1414
2004,10,Karur,431.9,5,Dam Release,High,10.9601,78.0766,Barren,81,349.84,0.173,Low,2,3298
2004,10,Namakkal,168.2,6,Cyclone,Medium,11.2194,78.1674,Water,94,158.11,0.102,Low,3,4002
2004,10,Krishnagiri,157.1,2,Urban Drainage Failure,Low,12.5277,78.2144,Forest,74,116.25,0.064,Low,5,1976
2004,10,Dharmapuri,276.4,6,Heavy Rainfall,Medium,12.1277,78.1579,Agriculture,67,185.19,0.113,Low,4,47
2004,11,Chennai,514.7,10,Dam Release,High,13.0827,80.2707,Agriculture,67,344.85,0.238,Low,1,3749
2004,11,Coimbatore,399.4,1,Urban Drainage Failure,Medium,11.0168,76.9558,Barren,81,323.51,0.109,Low,4,3219
2004,11,Madurai,473.1,5,Heavy Rainfall,High,9.9252,78.1198,Urban,79,373.75,0.156,Low,2,1692
2004,11,Trichy,462.5,3,Dam Release,High,10.7905,78.7047,Agriculture,67,309.88,0.144,Low,6,4374
2004,11,Salem,89.8,6,River Overflow,Medium,11.6643,78.146,Urban,79,70.94,0.045,Low,5,114
2004,11,Erode,469.2,10,River Overflow,High,11.341,77.7172,Forest,74,347.21,0.12,Low,7,1125
2004,11,Tirunelveli,135.8,4,Dam Release,Low,8.7139,77.7567,Barren,81,110.0,0.057,Low,6,898
2004,11,Thoothukudi,343.2,3,Urban Drainage Failure,Medium,8.7642,78.1348,Forest,74,253.97,0.096,Low,5,1546
2004,11,Vellore,583.3,10,Cyclone,High,12.9165,79.1325,Water,94,548.3,0.185,Low,2,123
2004,11,Kanchipuram,163.1,6,River Overflow,Medium,12.8342,79.7036,Urban,79,128.85,0.081,Low,4,1325
2004,11,Tiruvallur,595.2,4,Cyclone,High,13.143,79.9089,Agriculture,67,398.78,0.156,Low,4,10
2004,11,Thanjavur,344.7,10,Heavy Rainfall,High,10.7867,79.1378,Urban,79,272.31,0.177,Low,4,2323
2004,11,Nagapattinam,86.4,2,Urban Drainage Failure,Low,10.766,79.8424,Agriculture,67,57.89,0.032,Low,1,4184
2004,11,Cuddalore,347.0,7,Cyclone,Medium,11.7447,79.768,Urban,79,274.13,0.098,Low,2,2071
2004,11,Villupuram,316.2,5,Urban Drainage Failure,Medium,11.9369,79.4873,Agriculture,67,211.85,0.082,Low,1,77
2004,11,Kanyakumari,529.4,3,Heavy Rainfall,High,8.0883,77.5385,Urban,79,418.23,0.149,Low,7,1790
2004,11,Dindigul,126.6,5,Cyclone,Medium,10.3673,77.9803,Forest,74,93.68,0.051,Low,5,4315
2004,11,Karur,187.1,7,Heavy Rainfall,Medium,10.9601,78.0766,Water,94,175.87,0.094,Low,7,3300
2004,11,Namakkal,558.6,10,Urban Drainage Failure,High,11.2194,78.1674,Urban,79,441.29,0.266,Low,2,3902
2004,11,Krishnagiri,553.5,3,Urban Drainage Failure,High,12.5277,78.2144,Water,94,520.29,0.173,Low,8,1357
2004,11,Dharmapuri,242.9,4,Heavy Rainfall,Medium,12.1277,78.1579,Barren,81,196.75,0.122,Low,7,4912
2004,12,Chennai,134.8,1,River Overflow,Low,13.0827,80.2707,Agriculture,67,90.32,0.04,Low,1,1541
2004,12,Coimbatore,471.2,8,Heavy Rainfall,High,11.0168,76.9558,Urban,79,372.25,0.25,Low,8,71
2004,12,Madurai,298.5,8,Heavy Rainfall,High,9.9252,78.1198,Water,94,280.59,0.142,Low,5,307
2004,12,Trichy,51.9,2,Heavy Rainfall,Low,10.7905,78.7047,Urban,79,41.0,0.024,Low,6,3696
2004,12,Salem,454.2,10,Dam Release,High,11.6643,78.146,Water,94,426.95,0.138,Low,8,1446
2004,12,Erode,287.6,1,Heavy Rainfall,Medium,11.341,77.7172,Water,94,270.34,0.155,Low,3,678
2004,12,Tirunelveli,507.4,10,Urban Drainage Failure,High,8.7139,77.7567,Water,94,476.96,0.305,Medium,1,842
2004,12,Thoothukudi,351.0,9,River Overflow,High,8.7642,78.1348,Water,94,329.94,0.157,Low,5,2920
2004,12,Vellore,216.6,1,Heavy Rainfall,Medium,12.9165,79.1325,Barren,81,175.45,0.054,Low,3,4219
2004,12,Kanchipuram,212.3,8,Cyclone,High,12.8342,79.7036,Barren,81,171.96,0.056,Low,3,1811
2004,12,Tiruvallur,549.3,6,River Overflow,High,13.143,79.9089,Water,94,516.34,0.243,Low,5,4554
2004,12,Thanjavur,567.4,7,Heavy Rainfall,High,10.7867,79.1378,Water,94,533.36,0.222,Low,3,2723
2004,12,Nagapattinam,452.7,5,Urban Drainage Failure,High,10.766,79.8424,Urban,79,357.63,0.196,Low,3,887
2004,12,Cuddalore,440.1,1,Urban Drainage Failure,High,11.7447,79.768,Agriculture,67,294.87,0.13,Low,6,940
2004,12,Villupuram,468.9,2,Urban Drainage Failure,High,11.9369,79.4873,Barren,81,379.81,0.15,Low,8,369
2004,12,Kanyakumari,360.9,6,River Overflow,Medium,8.0883,77.5385,Water,94,339.25,0.173,Low,2,2538
2004,12,Dindigul,399.7,1,Heavy Rainfall,Medium,10.3673,77.9803,Water,94,375.72,0.252,Low,6,1153
2004,12,Karur,183.7,7,Cyclone,Medium,10.9601,78.0766,Barren,81,148.8,0.051,Low,5,2060
2004,12,Namakkal,295.8,8,Urban Drainage Failure,High,11.2194,78.1674,Forest,74,218.89,0.084,Low,1,3588
2004,12,Krishnagiri,162.3,9,Urban Drainage Failure,High,12.5277,78.2144,Water,94,152.56,0.056,Low,3,2935
2004,12,Dharmapuri,116.8,8,Heavy Rainfall,High,12.1277,78.1579,Urban,79,92.27,0.037,Low,6,361
2005,1,Chennai,97.1,1,Urban Drainage Failure,Low,13.0827,80.2707,Forest,74,71.85,0.047,Low,2,3808
2005,1,Coimbatore,326.3,9,Heavy Rainfall,High,11.0168,76.9558,Barren,81,264.3,0.097,Low,1,1836
2005,1,Madurai,486.8,5,River Overflow,High,9.9252,78.1198,Forest,74,360.23,0.24,Low,5,1856
2005,1,Trichy,143.0,5,Urban Drainage Failure,Medium,10.7905,78.7047,Agriculture,67,95.81,0.057,Low,3,4718
2005,1,Salem,479.4,2,Urban Drainage Failure,High,11.6643,78.146,Barren,81,388.31,0.146,Low,7,2419
2005,1,Erode,491.4,4,Heavy Rainfall,High,11.341,77.7172,Agriculture,67,329.24,0.223,Low,5,2583
2005,1,Tirunelveli,361.0,1,Dam Release,Medium,8.7139,77.7567,Water,94,339.34,0.159,Low,8,4419
2005,1,Thoothukudi,255.7,8,River Overflow,High,8.7642,78.1348,Barren,81,207.12,0.123,Low,4,2372
2005,1,Vellore,347.7,5,Heavy Rainfall,Medium,12.9165,79.1325,Water,94,326.84,0.22,Low,5,3948
2005,1,Kanchipuram,311.3,10,Cyclone,High,12.8342,79.7036,Agriculture,67,208.57,0.132,Low,7,129
2005,1,Tiruvallur,416.5,9,Heavy Rainfall,High,13.143,79.9089,Barren,81,337.36,0.123,Low,1,501
2005,1,Thanjavur,294.7,4,River Overflow,Medium,10.7867,79.1378,Urban,79,232.81,0.136,Low,7,4395
2005,1,Nagapattinam,575.0,4,River Overflow,High,10.766,79.8424,Agriculture,67,385.25,0.146,Low,6,1204
2005,1,Cuddalore,153.5,2,River Overflow,Low,11.7447,79.768,Urban,79,121.26,0.038,Low,5,3760
2005,1,Villupuram,83.9,9,Urban Drainage Failure,High,11.9369,79.4873,Barren,81,67.96,0.045,Low,2,660
2005,1,Kanyakumari,91.9,4,Dam Release,Low,8.0883,77.5385,Urban,79,72.6,0.022,Low,2,4950
2005,1,Dindigul,568.2,5,River Overflow,High,10.3673,77.9803,Water,94,534.11,0.343,Medium,2,2964
2005,1,Karur,316.2,6,Cyclone,Medium,10.9601,78.0766,Agriculture,67,211.85,0.128,Low,2,3683
2005,1,Namakkal,588.9,5,Cyclone,High,11.2194,78.1674,Forest,74,435.79,0.19,Low,4,3225
2005,1,Krishnagiri,333.2,4,River Overflow,Medium,12.5277,78.2144,Urban,79,263.23,0.102,Low,8,4602
2005,1,Dharmapuri,174.4,8,River Overflow,High,12.1277,78.1579,Barren,81,141.26,0.047,Low,3,4877
2005,2,Chennai,142.2,1,Heavy Rainfall,Low,13.0827,80.2707,Barren,81,115.18,0.07,Low,4,2258
2005,2,Coimbatore,339.7,5,River Overflow,Medium,11.0168,76.9558,Water,94,319.32,0.172,Low,7,2738
2005,2,Madurai,98.6,1,River Overflow,Low,9.9252,78.1198,Forest,74,72.96,0.048,Low,1,1036
2005,2,Trichy,285.4,5,River Overflow,Medium,10.7905,78.7047,Barren,81,231.17,0.149,Low,3,4343
2005,2,Salem,141.3,2,Dam Release,Low,11.6643,78.146,Barren,81,114.45,0.047,Low,3,4572
2005,2,Erode,399.1,6,Dam Release,Medium,11.341,77.7172,Agriculture,67,267.4,0.088,Low,1,3015
2005,2,Tirunelveli,277.6,8,Urban Drainage Failure,High,8.7139,77.7567,Barren,81,224.86,0.074,Low,7,1655
2005,2,Thoothukudi,486.4,1,Cyclone,High,8.7642,78.1348,Water,94,457.22,0.137,Low,2,2934
2005,2,Vellore,479.9,3,Urban Drainage Failure,High,12.9165,79.1325,Water,94,451.11,0.262,Low,4,3360
2005,2,Kanchipuram,334.3,2,Urban Drainage Failure,Medium,12.8342,79.7036,Water,94,314.24,0.183,Low,5,2340
2005,2,Tiruvallur,481.4,8,River Overflow,High,13.143,79.9089,Barren,81,389.93,0.121,Low,8,1136
2005,2,Thanjavur,522.4,5,Cyclone,High,10.7867,79.1378,Urban,79,412.7,0.23,Low,4,203
2005,2,Nagapattinam,460.3,9,Heavy Rainfall,High,10.766,79.8424,Forest,74,340.62,0.173,Low,8,3627
2005,2,Cuddalore,386.4,10,River Overflow,High,11.7447,79.768,Urban,79,305.26,0.137,Low,2,342
2005,2,Villupuram,213.4,2,River Overflow,Medium,11.9369,79.4873,Urban,79,168.59,0.06,Low,6,226
2005,2,Kanyakumari,416.4,6,River Overflow,High,8.0883,77.5385,Agriculture,67,278.99,0.178,Low,8,4878
2005,2,Dindigul,98.9,2,Heavy Rainfall,Low,10.3673,77.9803,Water,94,92.97,0.029,Low,3,1087
2005,2,Karur,461.5,3,Dam Release,High,10.9601,78.0766,Water,94,433.81,0.263,Low,4,4838
2005,2,Namakkal,331.0,2,Heavy Rainfall,Medium,11.2194,78.1674,Barren,81,268.11,0.112,Low,2,693
2005,2,Krishnagiri,492.9,6,River Overflow,High,12.5277,78.2144,Water,94,463.33,0.168,Low,2,1341
2005,2,Dharmapuri,203.4,8,Urban Drainage Failure,High,12.1277,78.1579,Agriculture,67,136.28,0.053,Low,5,3236
2005,3,Chennai,221.4,4,Heavy Rainfall,Medium,13.0827,80.2707,Forest,74,163.84,0.068,Low,4,742
2005,3,Coimbatore,154.6,5,Cyclone,Medium,11.0168,76.9558,Water,94,145.32,0.055,Low,7,4320
2005,3,Madurai,473.2,9,River Overflow,High,9.9252,78.1198,Agriculture,67,317.04,0.141,Low,5,2197
2005,3,Trichy,485.5,9,Dam Release,High,10.7905,78.7047,Forest,74,359.27,0.127,Low,1,3032
2005,3,Salem,268.0,9,Urban Drainage Failure,High,11.6643,78.146,Forest,74,198.32,0.065,Low,7,1932
2005,3,Erode,513.1,3,River Overflow,High,11.341,77.7172,Urban,79,405.35,0.253,Low,4,339
2005,3,Tirunelveli,586.8,4,Heavy Rainfall,High,8.7139,77.7567,Barren,81,475.31,0.194,Low,1,2740
2005,3,Thoothukudi,398.2,4,Urban Drainage Failure,Medium,8.7642,78.1348,Urban,79,314.58,0.198,Low,7,3241
2005,3,Vellore,350.9,8,River Overflow,High,12.9165,79.1325,Water,94,329.85,0.228,Low,3,532
2005,3,Kanchipuram,542.3,9,Heavy Rainfall,High,12.8342,79.7036,Forest,74,401.3,0.17,Low,2,1339
2005,3,Tiruvallur,210.3,7,Cyclone,Medium,13.143,79.9089,Water,94,197.68,0.101,Low,7,4077
2005,3,Thanjavur,147.8,10,Heavy Rainfall,High,10.7867,79.1378,Urban,79,116.76,0.061,Low,8,470
2005,3,Nagapattinam,443.6,7,Dam Release,High,10.766,79.8424,Urban,79,350.44,0.188,Low,2,937
2005,3,Cuddalore,409.0,5,Dam Release,High,11.7447,79.768,Water,94,384.46,0.254,Low,8,1232
2005,3,Villupuram,480.6,8,Cyclone,High,11.9369,79.4873,Agriculture,67,322.0,0.219,Low,3,2410
2005,3,Kanyakumari,114.2,7,Heavy Rainfall,Medium,8.0883,77.5385,Barren,81,92.5,0.037,Low,2,4294
2005,3,Dindigul,397.9,4,Heavy Rainfall,Medium,10.3673,77.9803,Urban,79,314.34,0.127,Low,3,4934
2005,3,Karur,328.3,8,Dam Release,High,10.9601,78.0766,Urban,79,259.36,0.089,Low,4,3041
2005,3,Namakkal,74.5,9,River Overflow,High,11.2194,78.1674,Water,94,70.03,0.024,Low,8,2673
2005,3,Krishnagiri,184.3,5,Dam Release,Medium,12.5277,78.2144,Urban,79,145.6,0.06,Low,4,1374
2005,3,Dharmapuri,280.9,1,Cyclone,Medium,12.1277,78.1579,Agriculture,67,188.2,0.119,Low,7,2067
2005,4,Chennai,189.3,6,River Overflow,Medium,13.0827,80.2707,Water,94,177.94,0.078,Low,3,2849
2005,4,Coimbatore,527.3,8,Urban Drainage Failure,High,11.0168,76.9558,Urban,79,416.57,0.131,Low,1,759
2005,4,Madurai,557.9,6,Cyclone,High,9.9252,78.1198,Water,94,524.43,0.288,Low,3,3801
2005,4,Trichy,382.6,8,River Overflow,High,10.7905,78.7047,Agriculture,67,256.34,0.134,Low,1,4145
2005,4,Salem,546.6,7,Dam Release,High,11.6643,78.146,Forest,74,404.48,0.171,Low,4,893
2005,4,Erode,353.3,5,Cyclone,Medium,11.341,77.7172,Forest,74,261.44,0.174,Low,5,4043
2005,4,Tirunelveli,418.2,10,Urban Drainage Failure,High,8.7139,77.7567,Urban,79,330.38,0.183,Low,7,1386
2005,4,Thoothukudi,178.4,7,River Overflow,Medium,8.7642,78.1348,Forest,74,132.02,0.081,Low,6,1930
2005,4,Vellore,529.8,8,Cyclone,High,12.9165,79.1325,Barren,81,429.14,0.287,Low,5,3687
2005,4,Kanchipuram,402.5,6,Urban Drainage Failure,High,12.8342,79.7036,Urban,79,317.98,0.153,Low,2,4888
2005,4,Tiruvallur,241.5,5,Urban Drainage Failure,Medium,13.143,79.9089,Water,94,227.01,0.099,Low,3,4449
2005,4,Thanjavur,82.3,1,Urban Drainage Failure,Low,10.7867,79.1378,Forest,74,60.9,0.027,Low,7,737
2005,4,Nagapattinam,470.7,5,Cyclone,High,10.766,79.8424,Agriculture,67,315.37,0.145,Low,3,707
2005,4,Cuddalore,288.9,10,Cyclone,High,11.7447,79.768,Forest,74,213.79,0.111,Low,2,748
2005,4,Villupuram,153.5,9,River Overflow,High,11.9369,79.4873,Forest,74,113.59,0.063,Low,8,1396
2005,4,Kanyakumari,404.2,3,River Overflow,High,8.0883,77.5385,Barren,81,327.4,0.163,Low,1,568
2005,4,Dindigul,247.9,7,Cyclone,Medium,10.3673,77.9803,Forest,74,183.45,0.056,Low,6,1412
2005,4,Karur,547.3,4,Heavy Rainfall,High,10.9601,78.0766,Forest,74,405.0,0.162,Low,2,388
2005,4,Namakkal,532.6,3,Dam Release,High,11.2194,78.1674,Forest,74,394.12,0.169,Low,6,3882
2005,4,Krishnagiri,344.3,6,Dam Release,Medium,12.5277,78.2144,Urban,79,272.0,0.155,Low,4,3324
2005,4,Dharmapuri,558.1,5,Urban Drainage Failure,High,12.1277,78.1579,Urban,79,440.9,0.289,Low,5,1874
2005,5,Chennai,276.7,6,River Overflow,Medium,13.0827,80.2707,Barren,81,224.13,0.105,Low,5,997
2005,5,Coimbatore,462.5,2,Urban Drainage Failure,High,11.0168,76.9558,Barren,81,374.62,0.143,Low,2,1106
2005,5,Madurai,94.4,4,Urban Drainage Failure,Low,9.9252,78.1198,Agriculture,67,63.25,0.024,Low,1,3813
2005,5,Trichy,76.8,7,Cyclone,Medium,10.7905,78.7047,Water,94,72.19,0.023,Low,3,570
2005,5,Salem,533.3,4,Cyclone,High,11.6643,78.146,Barren,81,431.97,0.223,Low,5,544
2005,5,Erode,270.6,3,River Overflow,Medium,11.341,77.7172,Agriculture,67,181.3,0.092,Low,1,1141
2005,5,Tirunelveli,105.8,3,River Overflow,Low,8.7139,77.7567,Urban,79,83.58,0.027,Low,1,4724
2005,5,Thoothukudi,427.8,3,Dam Release,High,8.7642,78.1348,Urban,79,337.96,0.227,Low,2,4569
2005,5,Vellore,403.1,8,Urban Drainage Failure,High,12.9165,79.1325,Urban,79,318.45,0.209,Low,2,4760
2005,5,Kanchipuram,546.9,7,Urban Drainage Failure,High,12.8342,79.7036,Urban,79,432.05,0.256,Low,7,4217
2005,5,Tiruvallur,582.3,4,Cyclone,High,13.143,79.9089,Urban,79,460.02,0.284,Low,6,1515
2005,5,Thanjavur,256.0,9,Urban Drainage Failure,High,10.7867,79.1378,Forest,74,189.44,0.062,Low,1,3351
2005,5,Nagapattinam,580.6,7,Cyclone,High,10.766,79.8424,Water,94,545.76,0.269,Low,6,4538
2005,5,Cuddalore,584.6,6,Cyclone,High,11.7447,79.768,Agriculture,67,391.68,0.263,Low,1,4813
2005,5,Villupuram,343.2,5,Dam Release,Medium,11.9369,79.4873,Barren,81,277.99,0.102,Low,6,2052
2005,5,Kanyakumari,229.6,5,Cyclone,Medium,8.0883,77.5385,Agriculture,67,153.83,0.108,Low,4,3273
2005,5,Dindigul,571.1,2,Heavy Rainfall,High,10.3673,77.9803,Forest,74,422.61,0.165,Low,1,2125
2005,5,Karur,509.7,9,Urban Drainage Failure,High,10.9601,78.0766,Agriculture,67,341.5,0.236,Low,4,2812
2005,5,Namakkal,358.3,1,Urban Drainage Failure,Medium,11.2194,78.1674,Barren,81,290.22,0.094,Low,6,513
2005,5,Krishnagiri,125.5,9,River Overflow,High,12.5277,78.2144,Forest,74,92.87,0.058,Low,2,3369
2005,5,Dharmapuri,243.8,9,Urban Drainage Failure,High,12.1277,78.1579,Agriculture,67,163.35,0.079,Low,5,1638
2005,6,Chennai,512.7,7,Cyclone,High,13.0827,80.2707,Agriculture,67,343.51,0.182,Low,3,4230
2005,6,Coimbatore,465.4,1,Urban Drainage Failure,High,11.0168,76.9558,Urban,79,367.67,0.118,Low,5,738
2005,6,Madurai,477.0,10,Urban Drainage Failure,High,9.9252,78.1198,Barren,81,386.37,0.237,Low,2,1515
2005,6,Trichy,541.1,5,Cyclone,High,10.7905,78.7047,Urban,79,427.47,0.183,Low,6,4446
2005,6,Salem,445.3,9,Cyclone,High,11.6643,78.146,Forest,74,329.52,0.205,Low,6,3840
2005,6,Erode,176.7,3,River Overflow,Low,11.341,77.7172,Forest,74,130.76,0.084,Low,5,2719
2005,6,Tirunelveli,261.5,6,Dam Release,Medium,8.7139,77.7567,Agriculture,67,175.2,0.081,Low,6,2616
2005,6,Thoothukudi,555.4,6,Cyclone,High,8.7642,78.1348,Barren,81,449.87,0.166,Low,6,322
2005,6,Vellore,56.4,7,Heavy Rainfall,Medium,12.9165,79.1325,Water,94,53.02,0.024,Low,5,4709
2005,6,Kanchipuram,145.4,1,Dam Release,Low,12.8342,79.7036,Water,94,136.68,0.086,Low,8,160
2005,6,Tiruvallur,170.8,1,Dam Release,Low,13.143,79.9089,Water,94,160.55,0.064,Low,6,583
2005,6,Thanjavur,516.7,8,Cyclone,High,10.7867,79.1378,Forest,74,382.36,0.146,Low,2,3232
2005,6,Nagapattinam,76.3,6,Cyclone,Medium,10.766,79.8424,Forest,74,56.46,0.034,Low,3,2109
2005,6,Cuddalore,527.4,2,River Overflow,High,11.7447,79.768,Agriculture,67,353.36,0.151,Low,7,1863
2005,6,Villupuram,153.2,5,Dam Release,Medium,11.9369,79.4873,Urban,79,121.03,0.082,Low,3,3029
2005,6,Kanyakumari,180.1,6,Cyclone,Medium,8.0883,77.5385,Urban,79,142.28,0.086,Low,5,3183
2005,6,Dindigul,575.5,9,Dam Release,High,10.3673,77.9803,Agriculture,67,385.58,0.164,Low,1,846
2005,6,Karur,457.1,7,Heavy Rainfall,High,10.9601,78.0766,Agriculture,67,306.26,0.213,Low,2,4661
2005,6,Namakkal,86.6,9,River Overflow,High,11.2194,78.1674,Water,94,81.4,0.043,Low,4,4887
2005,6,Krishnagiri,570.3,3,River Overflow,High,12.5277,78.2144,Forest,74,422.02,0.131,Low,7,4546
2005,6,Dharmapuri,176.2,8,Heavy Rainfall,High,12.1277,78.1579,Urban,79,139.2,0.094,Low,2,3624
2005,7,Chennai,462.7,7,Cyclone,High,13.0827,80.2707,Forest,74,342.4,0.203,Low,3,385
2005,7,Coimbatore,292.7,3,Cyclone,Medium,11.0168,76.9558,Agriculture,67,196.11,0.102,Low,2,2922
2005,7,Madurai,472.7,7,Cyclone,High,9.9252,78.1198,Forest,74,349.8,0.141,Low,1,91
2005,7,Trichy,530.9,3,Cyclone,High,10.7905,78.7047,Urban,79,419.41,0.16,Low,5,3002
2005,7,Salem,590.8,5,River Overflow,High,11.6643,78.146,Agriculture,67,395.84,0.162,Low,1,1121
2005,7,Erode,259.2,10,Heavy Rainfall,High,11.341,77.7172,Agriculture,67,173.66,0.113,Low,6,2219
2005,7,Tirunelveli,374.2,7,Dam Release,Medium,8.7139,77.7567,Urban,79,295.62,0.158,Low,1,1973
2005,7,Thoothukudi,264.2,6,Dam Release,Medium,8.7642,78.1348,Agriculture,67,177.01,0.072,Low,8,85
2005,7,Vellore,340.0,3,Cyclone,Medium,12.9165,79.1325,Water,94,319.6,0.201,Low,2,1654
2005,7,Kanchipuram,353.5,7,Cyclone,Medium,12.8342,79.7036,Water,94,332.29,0.14,Low,7,3276
2005,7,Tiruvallur,88.3,9,Urban Drainage Failure,High,13.143,79.9089,Urban,79,69.76,0.028,Low,7,3746
2005,7,Thanjavur,160.6,5,River Overflow,Medium,10.7867,79.1378,Forest,74,118.84,0.073,Low,8,1829
2005,7,Nagapattinam,81.8,1,Cyclone,Low,10.766,79.8424,Barren,81,66.26,0.027,Low,4,1308
2005,7,Cuddalore,53.2,10,Dam Release,High,11.7447,79.768,Forest,74,39.37,0.017,Low,6,3068
2005,7,Villupuram,181.6,7,Dam Release,Medium,11.9369,79.4873,Barren,81,147.1,0.062,Low,5,2353
2005,7,Kanyakumari,371.2,6,Dam Release,Medium,8.0883,77.5385,Barren,81,300.67,0.116,Low,2,2416
2005,7,Dindigul,418.5,4,Heavy Rainfall,High,10.3673,77.9803,Water,94,393.39,0.164,Low,2,3846
2005,7,Karur,485.7,8,Dam Release,High,10.9601,78.0766,Water,94,456.56,0.246,Low,1,3152
2005,7,Namakkal,128.0,5,Heavy Rainfall,Medium,11.2194,78.1674,Urban,79,101.12,0.058,Low,8,4507
2005,7,Krishnagiri,305.5,7,River Overflow,Medium,12.5277,78.2144,Urban,79,241.34,0.115,Low,2,2421
2005,7,Dharmapuri,189.9,2,Heavy Rainfall,Low,12.1277,78.1579,Forest,74,140.53,0.06,Low,3,1313
2005,8,Chennai,554.0,1,Urban Drainage Failure,High,13.0827,80.2707,Forest,74,409.96,0.233,Low,1,4772
2005,8,Coimbatore,581.2,7,River Overflow,High,11.0168,76.9558,Urban,79,459.15,0.189,Low,5,822
